List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$699,900",598 Sqft,$325,"$2,040",1,1,Apt/Condo,2015 (7 yrs old),Freehold Strata,End Unit,"Drapes/window Coverings, Garage Door Opener, Security - Roughed In, Smoke Alarm","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",False Creek,https://www.rew.ca//properties/3947245/213-1628-w-4th-avenue-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$799,000",638 Sqft,$326,"$2,116",1,1,Apt/Condo,2008 (14 yrs old),Freehold Strata,1 Storey,,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",,Yaletown,https://www.rew.ca//properties/3947240/1006-1133-homer-street-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$599,000",600 Sqft,NaN,"$99,999,999",1,1,Apt/Condo,1968 (54 yrs old),Leasehold prepaid-NonStrata,Corner Unit,,"Adult Oriented, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",,West End,https://www.rew.ca//properties/3947242/1903-1850-comox-street-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$999,900",904 Sqft,$602,"$2,468",2,2,Apt/Condo,2008 (14 yrs old),Freehold Strata,Corner Unit,"Drapes/window Coverings, Garage Door Opener, Security System","Central Location, Marina Nearby, Private Yard, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3947228/1002-1255-seymour-street-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,275,000",1235 Sqft,$746,"$3,262",2,2,Apt/Condo,1995 (27 yrs old),Freehold Strata,"1 Storey,Corner Unit","Cul-de-Sac, Drapes/window Coverings, Garage Door Opener, Jetted Bathtub, Smoke Alarm, Sprinkler - Fire, Windows - Thermo","Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Compactor - Garbage, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3947227/2205-867-hamilton-street-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$2,990,000",1456 Sqft,"$1,000","$7,154",2,2,Apt/Condo,2003 (19 yrs old),Freehold Strata,"1 Storey,Corner Unit",Drapes/window Coverings,"Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Coal Harbour,https://www.rew.ca//properties/3947209/1002-499-broughton-street-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,275,000",877 Sqft,$678,"$3,422",2,2,Apt/Condo,2016 (6 yrs old),Freehold Strata,"Corner Unit,End Unit,Upper Unit",Drapes/window Coverings,"Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3807651/3501-777-richards-street-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$499,900",465 Sqft,$231,"$1,323",0,1,Apt/Condo,1982 (40 yrs old),Freehold Strata,Upper Unit,,,,Downtown West,https://www.rew.ca//properties/3946844/623-1330-burrard-street-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$739,900",744 Sqft,$332,"$1,821",1,1,Apt/Condo,1996 (26 yrs old),Freehold Strata,"1 1/2 Storey,Loft/Warehouse Conv.",,"Central Location, Marina Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3946856/901-1238-seymour-street-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$688,000",642 Sqft,$323,$0,1,1,Apt/Condo,2022 (0 yrs old),Freehold Strata,1 Storey,Drapes/window Coverings,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,South Marine,https://www.rew.ca//properties/3946830/361-8575-rivergrass-drive-vancouver-bc?direction=desc&page=9&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
