List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$399,800",416 Sqft,$251,"$1,044",0,1,Apt/Condo,1990 (32 yrs old),Freehold Strata,"Corner Unit,Bachelor/Studio",,"Central Location, Recreation Nearby, Shopping Nearby","Refrigerator, Stove",Downtown West,https://www.rew.ca//properties/3916892/408-789-drake-street-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$569,000",778 Sqft,$605,"$182,412",2,1,Apt/Condo,1969 (53 yrs old),Leasehold prepaid-NonStrata,1 Storey,,Central Location,"Disposal - Waste, Refrigerator, Stove",West End,https://www.rew.ca//properties/3916972/907-1330-harwood-street-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$543,900",413 Sqft,$243,"$1,227",1,1,Apt/Condo,2008 (14 yrs old),Freehold Strata,1 Storey,,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3916968/604-1212-howe-street-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$499,000",462 Sqft,$219,"$1,111",0,1,Apt/Condo,1982 (40 yrs old),Freehold Strata,Inside Unit,,"Central Location, Shopping Nearby","Refrigerator, Stove",Downtown West,https://www.rew.ca//properties/3916960/404-1330-burrard-street-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$450,000",538 Sqft,$222,"$1,040",1,1,Apt/Condo,1992 (30 yrs old),Freehold Strata,1 Storey,,"Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Microwave, Refrigerator, Stove",Collingwood,https://www.rew.ca//properties/3916914/102-4950-joyce-street-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$845,000",1034 Sqft,$669,"$2,651",2,3,Apt/Condo,2018 (4 yrs old),Freehold Strata,Penthouse,,"Central Location, Lane Access, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Victoria East,https://www.rew.ca//properties/3916396/606-2220-kingsway-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$999,800",1085 Sqft,$540,"$2,336",2,2,Apt/Condo,1994 (28 yrs old),Freehold Strata,Corner Unit,,,,Yaletown,https://www.rew.ca//properties/3915603/201-212-davie-street-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$929,000",616 Sqft,$323,"$2,350",1,1,Apt/Condo,2020 (2 yrs old),Freehold Strata,"1 Storey,Ground Level Unit",,Air Conditioning,Washer/Dryer/Fridge/Stove/Dishwasher,Cambie,https://www.rew.ca//properties/3916416/104-5058-cambie-street-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,649,000",1133 Sqft,$898,"$4,416",2,2,Apt/Condo,2020 (2 yrs old),Freehold Strata,1 Storey,"Security System, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Lane Access, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Mount Pleasant East,https://www.rew.ca//properties/3915754/804-210-e-5-avenue-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,929,900",1213 Sqft,$647,$0,2,2,Apt/Condo,2022 (0 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Drapes/window Coverings, Oven - Built In, Smoke Alarm, Sprinkler - Fire","Air Conditioning, Central Location, Lane Access, Paved Road, Recreation Nearby, Shopping Nearby, Treed","Dishwasher, Range Top, Refrigerator",Kitsilano,https://www.rew.ca//properties/3913696/307-2485-larch-street-vancouver-bc?direction=desc&page=22&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
