List Price,Total Square Feet,Maintenance Fees,Gross Tax,Bedrooms,Bathrooms,Property Type,Year Built,Title,Style,Features,Amenities,Appliances,Neighborhood,Link
"$519,000",487 Sqft,$288,"$1,219",1,1,Apt/Condo,2016 (6 yrs old),Freehold Strata,"Inside Unit,Upper Unit",,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Strathcona,https://www.rew.ca//properties/3910029/309-231-e-pender-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$839,000",566 Sqft,$406,"$1,946",1,1,Apt/Condo,2010 (12 yrs old),Freehold Strata,1 Storey,"Drapes/window Coverings, Garage Door Opener","Central Location, Marina Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,False Creek,https://www.rew.ca//properties/3910816/609-1616-columbia-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,750,000",1830 Sqft,"$1,052","$4,466",3,3,Apt/Condo,1982 (40 yrs old),Freehold Strata,2 Storey,"Drapes/window Coverings, Garage Door Opener","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown West,https://www.rew.ca//properties/3910041/1102-1010-howe-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$668,000",665 Sqft,$256,"$1,742",1,1,Apt/Condo,2000 (22 yrs old),Freehold Strata,"1 Storey,Ground Level Unit","Drapes/window Coverings, Smoke Alarm, Sprinkler - Fire","Central Location, Golf Course Nearby, Lane Access, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Kerrisdale,https://www.rew.ca//properties/3909552/5416-larch-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$925,900",752 Sqft,$728,"$2,575",1,1,Apt/Condo,2019 (3 yrs old),Freehold Strata,Upper Unit,,"Air Conditioning, Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Yaletown,https://www.rew.ca//properties/3911296/1208-1480-howe-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$3,188,000",1820 Sqft,"$1,266","$6,731",2,3,Apt/Condo,2010 (12 yrs old),Freehold Strata,1 Storey,"Oven - Built In, Security System","Air Conditioning, Marina Nearby, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator",False Creek,https://www.rew.ca//properties/3910731/501-118-athletes-way-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,380,000",876 Sqft,$456,"$2,645",2,2,Apt/Condo,2009 (13 yrs old),Freehold Strata,Penthouse,,,Washer/Dryer/Fridge/Stove/Dishwasher,Kitsilano,https://www.rew.ca//properties/3910067/709-2528-maple-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$799,000",663 Sqft,$403,"$2,139",1,1,Apt/Condo,2007 (15 yrs old),Freehold Strata,"Corner Unit,Upper Unit",Drapes/window Coverings,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Yaletown,https://www.rew.ca//properties/3910057/2009-909-mainland-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$879,999",820 Sqft,$447,$0,2,2,Apt/Condo,2021 (1 yrs old),Freehold Strata,"1 Storey,Corner Unit","Drapes/window Coverings, Garage Door Opener","Air Conditioning, Central Location, Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,South Vancouver,https://www.rew.ca//properties/3910719/206-8181-chester-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$4,500,000",2013 Sqft,"$1,472","$12,243",2,3,Apt/Condo,2004 (18 yrs old),Freehold Strata,5 Plus Level,,,,Coal Harbour,https://www.rew.ca//properties/3910700/2201-1077-w-cordova-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$850,000",663 Sqft,$454,"$2,075",1,1,Apt/Condo,2010 (12 yrs old),Freehold Strata,"Inside Unit,Upper Unit","Drapes/window Coverings, Garage Door Opener, Intercom, Smoke Alarm, Sprinkler - Fire","Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3909525/802-1205-howe-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,599,000",1204 Sqft,$0,"$4,144",3,3,Apt/Condo,1999 (23 yrs old),Freehold Strata,"Corner Unit,Upper Unit","Drapes/window Coverings, Garage Door Opener, Oven - Built In","Central Location, Gated Complex, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",West End,https://www.rew.ca//properties/3909457/3105-1331-alberni-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$1,199,000",976 Sqft,$514,"$2,996",2,2,Apt/Condo,2019 (3 yrs old),Freehold Strata,Upper Unit,"Drapes/window Coverings, Garage Door Opener, Heat Recovery Ventilator, Sprinkler - Fire",,"Clothes Washer/Dryer, Microwave",Cambie,https://www.rew.ca//properties/3910058/205-288-w-king-edward-avenue-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$2,198,000",971 Sqft,$606,$0,2,2,Apt/Condo,2021 (1 yrs old),Freehold Strata,Upper Unit,,,,False Creek,https://www.rew.ca//properties/3910056/1703-1768-cook-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$2,098,000",1067 Sqft,$907,"$4,393",2,1,Apt/Condo,2012 (10 yrs old),Freehold NonStrata,1 Storey,"Drapes/window Coverings, Garage Door Opener, Oven - Built In, Smoke Alarm","Air Conditioning, Central Location, Recreation Nearby, Shopping Nearby","Dishwasher, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3910040/1801-667-howe-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$3,280,000",2031 Sqft,"$1,147","$7,531",4,4,Apt/Condo,2019 (3 yrs old),Freehold Strata,Penthouse,"Hot Water Dispenser, Pantry, Security - Roughed In, Smoke Alarm, Sprinkler - Fire",Air Conditioning,"Washer/Dryer/Fridge/Stove/Dishwasher, Wine Cooler",South Cambie,https://www.rew.ca//properties/3909523/607-608-7428-alberta-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$2,749,900",1345 Sqft,$779,$0,3,2,Apt/Condo,2021 (1 yrs old),Freehold Strata,"1 Storey,Upper Unit","Oven - Built In, Smoke Alarm, Sprinkler - Fire",Air Conditioning,"Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3909511/2903-1111-richards-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$655,000",755 Sqft,$547,"$1,642",1,1,Apt/Condo,2009 (13 yrs old),Freehold Strata,1 Storey,"Garage Door Opener, Smoke Alarm, Sprinkler - Fire","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Downtown East,https://www.rew.ca//properties/3909529/906-168-powell-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$948,000",1104 Sqft,$825,"$2,420",2,2,Apt/Condo,1994 (28 yrs old),Freehold Strata,"Penthouse,Upper Unit",Garage Door Opener,"Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Downtown West,https://www.rew.ca//properties/3909530/phb-789-helmcken-street-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
"$399,999",676 Sqft,$327,$992,1,1,Apt/Condo,1983 (39 yrs old),Freehold Strata,Corner Unit,Drapes/window Coverings,"Central Location, Lane Access, Paved Road, Recreation Nearby, Shopping Nearby","Dishwasher, Disposal - Waste, Refrigerator, Stove",Marpole,https://www.rew.ca//properties/3909513/302-1296-w-70th-avenue-vancouver-bc?direction=desc&page=24&search_params%5Bproperty_type%5D=apartment_condo&search_params%5Bquery%5D=Vancouver%2C+BC&searchable_id=361&searchable_type=Geography&sort=latest
